nace_r2,indic_sb,geo,TIME_PERIOD,OBS_VALUE
KIABI_X_K_R90,V11110,EL,2015,176749.0
KIABI_X_K_R90,V11110,EL,2016,175887.0
KIABI_X_K_R90,V11110,EL,2017,158238.0
KIABI_X_K_R90,V11110,EL,2019,159388.0
KIABI_X_K_R90,V11110,EL,2020,162643.0
KIABI_X_K_R90,V11110,ES,2011,425613.0
KIABI_X_K_R90,V11110,ES,2013,413309.0
KIABI_X_K_R90,V11110,ES,2014,406007.0
KIABI_X_K_R90,V11110,ES,2015,423361.0
KIABI_X_K_R90,V11110,ES,2016,482050.0
KIABI_X_K_R90,V11110,FI,2012,47727.0
KIABI_X_K_R90,V11110,FI,2013,48693.0
KIABI_X_K_R90,V11110,FI,2014,48616.0
KIABI_X_K_R90,V11110,FI,2015,49345.0
KIABI_X_K_R90,V11110,FI,2016,49564.0
KIABI_X_K_R90,V11110,FI,2017,50866.0
KIABI_X_K_R90,V11110,FI,2018,50927.0
KIABI_X_K_R90,V11110,FI,2019,52569.0
KIABI_X_K_R90,V11110,FI,2020,54360.0
KIABI_X_K_R90,V11110,FR,2011,540550.0
KIABI_X_K_R90,V11110,FR,2012,616164.0
KIABI_X_K_R90,V11110,FR,2013,657919.0
KIABI_X_K_R90,V11110,FR,2014,691249.0
KIABI_X_K_R90,V11110,FR,2015,614996.0
KIABI_X_K_R90,V11110,FR,2016,639152.0
KIABI_X_K_R90,V11110,FR,2017,603171.0
KIABI_X_K_R90,V11110,FR,2018,643745.0
KIABI_X_K_R90,V11110,FR,2019,695972.0
KIABI_X_K_R90,V11110,FR,2020,715730.0
KIABI_X_K_R90,V11110,HR,2012,29487.0
KIABI_X_K_R90,V11110,HR,2013,30860.0
KIABI_X_K_R90,V11110,HR,2014,31883.0
KIABI_X_K_R90,V11110,HR,2015,32596.0
KIABI_X_K_R90,V11110,HR,2016,33508.0
KIABI_X_K_R90,V11110,HR,2017,35172.0
KIABI_X_K_R90,V11110,HR,2018,36673.0
KIABI_X_K_R90,V11110,HR,2019,47807.0
KIABI_X_K_R90,V11110,HR,2020,48783.0
KIABI_X_K_R90,V11110,HU,2012,148408.0
KIABI_X_K_R90,V11110,HU,2013,139798.0
KIABI_X_K_R90,V11110,HU,2014,152665.0
KIABI_X_K_R90,V11110,HU,2015,161247.0
KIABI_X_K_R90,V11110,HU,2016,168158.0
KIABI_X_K_R90,V11110,HU,2017,177637.0
KIABI_X_K_R90,V11110,HU,2018,189348.0
KIABI_X_K_R90,V11110,HU,2019,205681.0
KIABI_X_K_R90,V11110,HU,2020,210999.0
KIABI_X_K_R90,V11110,IE,2011,52697.0
KIABI_X_K_R90,V11110,IE,2012,54676.0
KIABI_X_K_R90,V11110,IE,2013,55320.0
KIABI_X_K_R90,V11110,IE,2014,55387.0
KIABI_X_K_R90,V11110,IT,2012,830315.0
KIABI_X_K_R90,V11110,IT,2013,810426.0
KIABI_X_K_R90,V11110,IT,2014,825788.0
KIABI_X_K_R90,V11110,IT,2015,836425.0
KIABI_X_K_R90,V11110,IT,2016,859577.0
KIABI_X_K_R90,V11110,IT,2017,875112.0
KIABI_X_K_R90,V11110,IT,2018,895129.0
KIABI_X_K_R90,V11110,IT,2019,873559.0
KIABI_X_K_R90,V11110,LT,2011,19862.0
KIABI_X_K_R90,V11110,LT,2012,22203.0
KIABI_X_K_R90,V11110,LT,2013,24741.0
KIABI_X_K_R90,V11110,LT,2014,31724.0
KIABI_X_K_R90,V11110,LT,2015,35631.0
KIABI_X_K_R90,V11110,LT,2016,37776.0
KIABI_X_K_R90,V11110,LT,2017,40148.0
KIABI_X_K_R90,V11110,LT,2018,43332.0
KIABI_X_K_R90,V11110,LT,2019,46374.0
KIABI_X_K_R90,V11110,LT,2020,49448.0
KIABI_X_K_R90,V11110,LU,2011,9191.0
KIABI_X_K_R90,V11110,LU,2012,9306.0
KIABI_X_K_R90,V11110,LU,2013,9981.0
KIABI_X_K_R90,V11110,LU,2014,10316.0
KIABI_X_K_R90,V11110,LU,2015,10633.0
KIABI_X_K_R90,V11110,LU,2016,10872.0
KIABI_X_K_R90,V11110,LU,2017,11794.0
KIABI_X_K_R90,V11110,LU,2018,12260.0
KIABI_X_K_R90,V11110,LU,2019,13336.0
KIABI_X_K_R90,V11110,LU,2020,13583.0
KIABI_X_K_R90,V11110,LV,2011,17452.0
KIABI_X_K_R90,V11110,LV,2012,21517.0
KIABI_X_K_R90,V11110,LV,2013,23299.0
KIABI_X_K_R90,V11110,LV,2014,24448.0
KIABI_X_K_R90,V11110,LV,2015,27168.0
KIABI_X_K_R90,V11110,LV,2016,28578.0
KIABI_X_K_R90,V11110,LV,2017,28539.0
KIABI_X_K_R90,V11110,LV,2018,29237.0
KIABI_X_K_R90,V11110,LV,2019,29583.0
KIABI_X_K_R90,V11110,LV,2020,29653.0
KIABI_X_K_R90,V11110,MK,2012,7219.0
KIABI_X_K_R90,V11110,MK,2013,7568.0
KIABI_X_K_R90,V11110,MK,2014,7774.0
KIABI_X_K_R90,V11110,MK,2015,8239.0
KIABI_X_K_R90,V11110,MK,2016,8629.0
KIABI_X_K_R90,V11110,MK,2017,9059.0
KIABI_X_K_R90,V11110,MK,2019,10161.0
KIABI_X_K_R90,V11110,MT,2013,4476.0
KIABI_X_K_R90,V11110,MT,2015,5116.0
KIABI_X_K_R90,V11110,MT,2018,7191.0
KIABI_X_K_R90,V11110,NL,2012,317610.0
KIABI_X_K_R90,V11110,NL,2013,403971.0
KIABI_X_K_R90,V11110,NL,2014,420401.0
KIABI_X_K_R90,V11110,NL,2015,438621.0
KIABI_X_K_R90,V11110,NL,2016,460641.0
KIABI_X_K_R90,V11110,NL,2017,471568.0
KIABI_X_K_R90,V11110,NL,2018,499763.0
KIABI_X_K_R90,V11110,NL,2019,528008.0
KIABI_X_K_R90,V11110,NL,2020,551691.0
KIABI_X_K_R90,V11110,NO,2013,63001.0
KIABI_X_K_R90,V11110,NO,2014,64721.0
KIABI_X_K_R90,V11110,NO,2015,68366.0
KIABI_X_K_R90,V11110,NO,2016,69116.0
KIABI_X_K_R90,V11110,NO,2017,68839.0
KIABI_X_K_R90,V11110,NO,2018,68390.0
KIABI_X_K_R90,V11110,NO,2019,74021.0
KIABI_X_K_R90,V11110,NO,2020,75669.0
KIABI_X_K_R90,V11110,PL,2012,290143.0
KIABI_X_K_R90,V11110,PL,2013,298886.0
KIABI_X_K_R90,V11110,PL,2014,325363.0
KIABI_X_K_R90,V11110,PL,2015,342177.0
KIABI_X_K_R90,V11110,PL,2016,378239.0
KIABI_X_K_R90,V11110,PL,2017,400580.0
KIABI_X_K_R90,V11110,PL,2018,458946.0
KIABI_X_K_R90,V11110,PL,2019,483968.0
KIABI_X_K_R90,V11110,PL,2020,499323.0
KIABI_X_K_R90,V11110,PT,2011,135231.0
KIABI_X_K_R90,V11110,PT,2012,130774.0
KIABI_X_K_R90,V11110,PT,2013,129501.0
KIABI_X_K_R90,V11110,PT,2014,132211.0
KIABI_X_K_R90,V11110,PT,2015,136678.0
KIABI_X_K_R90,V11110,PT,2016,141426.0
KIABI_X_K_R90,V11110,PT,2017,148656.0
KIABI_X_K_R90,V11110,PT,2018,153217.0
KIABI_X_K_R90,V11110,PT,2019,158873.0
KIABI_X_K_R90,V11110,PT,2020,161094.0
KIABI_X_K_R90,V11110,RO,2013,78124.0
KIABI_X_K_R90,V11110,RO,2014,82717.0
KIABI_X_K_R90,V11110,RO,2015,84896.0
KIABI_X_K_R90,V11110,RO,2016,88795.0
KIABI_X_K_R90,V11110,RO,2017,93776.0
KIABI_X_K_R90,V11110,RO,2018,98614.0
KIABI_X_K_R90,V11110,RO,2019,103393.0
KIABI_X_K_R90,V11110,RO,2020,108937.0
KIABI_X_K_R90,V11110,SE,2012,232075.0
KIABI_X_K_R90,V11110,SE,2013,233278.0
KIABI_X_K_R90,V11110,SE,2014,240520.0
KIABI_X_K_R90,V11110,SE,2015,245676.0
KIABI_X_K_R90,V11110,SE,2016,252249.0
KIABI_X_K_R90,V11110,SE,2017,258039.0
KIABI_X_K_R90,V11110,SI,2012,32526.0
KIABI_X_K_R90,V11110,SI,2013,36006.0
KIABI_X_K_R90,V11110,SI,2014,38203.0
KIABI_X_K_R90,V11110,SI,2015,40854.0
KIABI_X_K_R90,V11110,SI,2016,43235.0
KIABI_X_K_R90,V11110,SI,2017,45285.0
KIABI_X_K_R90,V11110,SI,2018,47016.0
KIABI_X_K_R90,V11110,SI,2019,48267.0
KIABI_X_K_R90,V11110,SI,2020,48999.0
KIABI_X_K_R90,V11110,SK,2012,69464.0
KIABI_X_K_R90,V11110,SK,2013,72285.0
KIABI_X_K_R90,V11110,SK,2014,83684.0
KIABI_X_K_R90,V11110,SK,2015,90969.0
KIABI_X_K_R90,V11110,SK,2016,93940.0
KIABI_X_K_R90,V11110,SK,2017,102029.0
KIABI_X_K_R90,V11110,SK,2018,110208.0
KIABI_X_K_R90,V11110,UK,2012,557653.0
KIABI_X_K_R90,V11110,UK,2013,601528.0
KIABI_X_K_R90,V11110,UK,2014,636621.0
KIABI_X_K_R90,V11110,UK,2015,681782.0
KIABI_X_K_R90,V11110,UK,2016,734454.0
KIABI_X_K_R90,V11110,UK,2017,733935.0
KIABI_X_K_R90,V11110,UK,2018,742258.0
KIABI_X_K_R90,V12110,AT,2012,78600.6
KIABI_X_K_R90,V12110,AT,2013,80640.5
KIABI_X_K_R90,V12110,AT,2014,81900.8
KIABI_X_K_R90,V12110,AT,2015,81846.3
KIABI_X_K_R90,V12110,AT,2016,83691.9
KIABI_X_K_R90,V12110,AT,2017,88712.6
KIABI_X_K_R90,V12110,AT,2018,89349.9
KIABI_X_K_R90,V12110,AT,2019,96716.3
KIABI_X_K_R90,V12110,AT,2020,85416.9
KIABI_X_K_R90,V12110,BE,2012,172957.0
KIABI_X_K_R90,V12110,BE,2013,175195.0
KIABI_X_K_R90,V12110,BE,2014,180972.3
KIABI_X_K_R90,V12110,BE,2015,153729.4
KIABI_X_K_R90,V12110,BE,2016,173045.6
KIABI_X_K_R90,V12110,BE,2018,190061.9
KIABI_X_K_R90,V12110,BE,2019,197576.1
KIABI_X_K_R90,V12110,BG,2012,12592.2
KIABI_X_K_R90,V12110,BG,2013,12332.1
KIABI_X_K_R90,V12110,BG,2014,12224.8
KIABI_X_K_R90,V12110,BG,2015,12567.8
KIABI_X_K_R90,V12110,BG,2016,12549.5
KIABI_X_K_R90,V12110,BG,2017,14219.7
KIABI_X_K_R90,V12110,BG,2018,15669.6
KIABI_X_K_R90,V12110,BG,2019,17531.7
KIABI_X_K_R90,V12110,BG,2020,15125.9
KIABI_X_K_R90,V12110,CH,2012,226370.7
KIABI_X_K_R90,V12110,CH,2013,236997.2
KIABI_X_K_R90,V12110,CH,2014,249042.1
KIABI_X_K_R90,V12110,CH,2015,284024.2
KIABI_X_K_R90,V12110,CH,2016,285920.6
KIABI_X_K_R90,V12110,CH,2017,313630.5
KIABI_X_K_R90,V12110,CH,2018,346323.4
KIABI_X_K_R90,V12110,CH,2019,355902.1
KIABI_X_K_R90,V12110,CH,2020,352426.4
KIABI_X_K_R90,V12110,CZ,2013,50113.2
KIABI_X_K_R90,V12110,CZ,2014,49974.6
KIABI_X_K_R90,V12110,DE,2012,792491.6
KIABI_X_K_R90,V12110,DE,2013,814744.9
KIABI_X_K_R90,V12110,DE,2014,857297.8
KIABI_X_K_R90,V12110,DE,2015,849293.4
KIABI_X_K_R90,V12110,DE,2019,1009365.4
KIABI_X_K_R90,V12110,DE,2020,938407.6
KIABI_X_K_R90,V12110,EE,2012,5254.8
KIABI_X_K_R90,V12110,EE,2013,5590.6
KIABI_X_K_R90,V12110,EE,2014,5793.2
KIABI_X_K_R90,V12110,EE,2015,5795.1
KIABI_X_K_R90,V12110,EE,2016,5992.1
KIABI_X_K_R90,V12110,EE,2017,6308.5
KIABI_X_K_R90,V12110,EE,2018,6947.2
KIABI_X_K_R90,V12110,EL,2011,42944.7
KIABI_X_K_R90,V12110,EL,2014,43232.3
KIABI_X_K_R90,V12110,EL,2015,38518.5
KIABI_X_K_R90,V12110,EL,2016,34717.3
KIABI_X_K_R90,V12110,EL,2017,39553.6
KIABI_X_K_R90,V12110,EL,2019,43961.6
KIABI_X_K_R90,V12110,EL,2020,34919.7
KIABI_X_K_R90,V12110,ES,2011,253597.0
KIABI_X_K_R90,V12110,ES,2013,240934.2
KIABI_X_K_R90,V12110,ES,2014,246612.0
KIABI_X_K_R90,V12110,ES,2015,245267.4
KIABI_X_K_R90,V12110,ES,2016,250174.1
KIABI_X_K_R90,V12110,FI,2012,77559.2
KIABI_X_K_R90,V12110,FI,2013,76072.4
KIABI_X_K_R90,V12110,FI,2015,64194.9
KIABI_X_K_R90,V12110,FI,2019,79994.1
KIABI_X_K_R90,V12110,FI,2020,76413.7
KIABI_X_K_R90,V12110,FR,2011,607173.5
KIABI_X_K_R90,V12110,FR,2013,582448.1
KIABI_X_K_R90,V12110,FR,2014,541192.9
KIABI_X_K_R90,V12110,FR,2015,560002.1
KIABI_X_K_R90,V12110,FR,2016,563726.9
KIABI_X_K_R90,V12110,FR,2019,604329.0
KIABI_X_K_R90,V12110,FR,2020,542115.9
KIABI_X_K_R90,V12110,HR,2012,8678.5
KIABI_X_K_R90,V12110,HR,2013,8974.8
KIABI_X_K_R90,V12110,HR,2014,8677.6
KIABI_X_K_R90,V12110,HR,2015,9140.6
KIABI_X_K_R90,V12110,HR,2018,13516.7
KIABI_X_K_R90,V12110,HR,2019,13912.6
KIABI_X_K_R90,V12110,HU,2012,47405.4
KIABI_X_K_R90,V12110,HU,2013,44950.0
KIABI_X_K_R90,V12110,HU,2014,45089.9
KIABI_X_K_R90,V12110,HU,2015,46124.2
KIABI_X_K_R90,V12110,HU,2016,46898.4
KIABI_X_K_R90,V12110,HU,2017,52660.5
KIABI_X_K_R90,V12110,HU,2018,58713.4
KIABI_X_K_R90,V12110,HU,2019,61258.2
KIABI_X_K_R90,V12110,HU,2020,56074.0
KIABI_X_K_R90,V12110,IE,2011,143589.6
KIABI_X_K_R90,V12110,IE,2012,151797.5
KIABI_X_K_R90,V12110,IE,2013,156857.2
KIABI_X_K_R90,V12110,IE,2014,192222.4
KIABI_X_K_R90,V12110,IT,2012,363526.9
KIABI_X_K_R90,V12110,IT,2013,335098.7
KIABI_X_K_R90,V12110,IT,2014,322841.5
KIABI_X_K_R90,V12110,IT,2015,328476.8
KIABI_X_K_R90,V12110,IT,2016,322111.2
KIABI_X_K_R90,V12110,IT,2017,331371.6
KIABI_X_K_R90,V12110,IT,2018,346834.5
KIABI_X_K_R90,V12110,IT,2019,360864.3
KIABI_X_K_R90,V12110,LT,2016,9089.0
KIABI_X_K_R90,V12110,LT,2017,10552.3
KIABI_X_K_R90,V12110,LT,2018,11890.9
KIABI_X_K_R90,V12110,LT,2019,12590.0
KIABI_X_K_R90,V12110,LT,2020,10468.0
KIABI_X_K_R90,V12110,LU,2011,14289.6
KIABI_X_K_R90,V12110,LU,2012,16186.8
KIABI_X_K_R90,V12110,LU,2013,18265.7
KIABI_X_K_R90,V12110,LU,2014,19957.3
KIABI_X_K_R90,V12110,LU,2015,35558.9
KIABI_X_K_R90,V12110,LU,2016,31437.9
KIABI_X_K_R90,V12110,LU,2017,47747.5
KIABI_X_K_R90,V12110,LU,2018,64802.9
KIABI_X_K_R90,V12110,LU,2019,49120.6
KIABI_X_K_R90,V12110,LU,2020,57346.3
KIABI_X_K_R90,V12110,LV,2011,3460.3
KIABI_X_K_R90,V12110,LV,2012,3993.4
KIABI_X_K_R90,V12110,LV,2013,4126.8
KIABI_X_K_R90,V12110,LV,2014,4064.7
KIABI_X_K_R90,V12110,LV,2015,4386.0
KIABI_X_K_R90,V12110,LV,2016,4630.8
KIABI_X_K_R90,V12110,LV,2017,5160.3
KIABI_X_K_R90,V12110,LV,2018,5869.5
KIABI_X_K_R90,V12110,LV,2019,6452.7
KIABI_X_K_R90,V12110,LV,2020,5601.3
KIABI_X_K_R90,V12110,MK,2012,1777.4
KIABI_X_K_R90,V12110,MK,2013,1225.3
KIABI_X_K_R90,V12110,MK,2014,1267.5
KIABI_X_K_R90,V12110,MK,2015,1270.5
KIABI_X_K_R90,V12110,MK,2016,1315.5
KIABI_X_K_R90,V12110,MK,2019,1692.5
KIABI_X_K_R90,V12110,MT,2013,3587.9
KIABI_X_K_R90,V12110,MT,2015,4544.2
KIABI_X_K_R90,V12110,MT,2018,6996.4
KIABI_X_K_R90,V12110,NL,2012,247102.4
KIABI_X_K_R90,V12110,NL,2013,244723.3
KIABI_X_K_R90,V12110,NL,2020,285257.9
KIABI_X_K_R90,V12110,NO,2013,92326.8
KIABI_X_K_R90,V12110,NO,2014,89799.5
KIABI_X_K_R90,V12110,NO,2015,86705.3
KIABI_X_K_R90,V12110,NO,2016,79072.9
KIABI_X_K_R90,V12110,NO,2017,80260.1
KIABI_X_K_R90,V12110,NO,2018,84586.8
KIABI_X_K_R90,V12110,NO,2019,90362.4
KIABI_X_K_R90,V12110,NO,2020,77336.1
KIABI_X_K_R90,V12110,PL,2012,106597.8
KIABI_X_K_R90,V12110,PL,2013,105893.3
KIABI_X_K_R90,V12110,PL,2014,107385.8
KIABI_X_K_R90,V12110,PL,2015,109357.3
KIABI_X_K_R90,V12110,PL,2016,107013.4
KIABI_X_K_R90,V12110,PL,2017,120916.8
KIABI_X_K_R90,V12110,PL,2018,131582.2
KIABI_X_K_R90,V12110,PL,2019,142981.5
KIABI_X_K_R90,V12110,PL,2020,129589.6
KIABI_X_K_R90,V12110,PT,2018,47449.1
KIABI_X_K_R90,V12110,PT,2020,42264.8
KIABI_X_K_R90,V12110,RO,2013,25038.8
KIABI_X_K_R90,V12110,RO,2014,27050.9
KIABI_X_K_R90,V12110,RO,2015,27464.7
KIABI_X_K_R90,V12110,RO,2016,27635.2
KIABI_X_K_R90,V12110,RO,2017,29839.9
KIABI_X_K_R90,V12110,RO,2018,40416.2
KIABI_X_K_R90,V12110,RO,2019,44603.4
KIABI_X_K_R90,V12110,RO,2020,40933.4
KIABI_X_K_R90,V12110,SE,2012,146472.3
KIABI_X_K_R90,V12110,SE,2013,147193.4
KIABI_X_K_R90,V12110,SE,2014,147715.9
KIABI_X_K_R90,V12110,SE,2016,150163.8
KIABI_X_K_R90,V12110,SI,2012,9892.4
KIABI_X_K_R90,V12110,SI,2013,10185.0
KIABI_X_K_R90,V12110,SI,2014,10542.1
KIABI_X_K_R90,V12110,SI,2015,10875.5
KIABI_X_K_R90,V12110,SI,2016,11056.3
KIABI_X_K_R90,V12110,SI,2017,12021.9
KIABI_X_K_R90,V12110,SI,2018,12912.4
KIABI_X_K_R90,V12110,SI,2019,13633.0
KIABI_X_K_R90,V12110,SI,2020,13112.5
KIABI_X_K_R90,V12110,SK,2012,22917.2
KIABI_X_K_R90,V12110,SK,2013,22880.8
KIABI_X_K_R90,V12110,SK,2014,24942.1
KIABI_X_K_R90,V12110,SK,2015,26450.1
KIABI_X_K_R90,V12110,SK,2016,26877.7
KIABI_X_K_R90,V12110,SK,2017,28434.9
KIABI_X_K_R90,V12110,SK,2018,29941.6
KIABI_X_K_R90,V12110,UK,2012,731660.2
KIABI_X_K_R90,V12110,UK,2013,734204.0
KIABI_X_K_R90,V12110,UK,2014,799337.7
KIABI_X_K_R90,V12110,UK,2015,905322.2
KIABI_X_K_R90,V12110,UK,2016,881105.1
KIABI_X_K_R90,V12110,UK,2017,878082.6
KIABI_X_K_R90,V12110,UK,2018,931360.7
KIABI_X_K_R90,V12120,AT,2012,59128.3
KIABI_X_K_R90,V12120,AT,2013,61576.3
KIABI_X_K_R90,V12120,AT,2014,62197.9
KIABI_X_K_R90,V12120,AT,2015,62722.8
KIABI_X_K_R90,V12120,AT,2016,64149.4
KIABI_X_K_R90,V12120,AT,2017,68199.5
KIABI_X_K_R90,V12120,AT,2018,68147.6
KIABI_X_K_R90,V12120,AT,2019,72152.1
KIABI_X_K_R90,V12120,AT,2020,66252.5
KIABI_X_K_R90,V12120,BE,2012,168728.9
KIABI_X_K_R90,V12120,BE,2013,171122.6
KIABI_X_K_R90,V12120,BE,2014,175821.3
KIABI_X_K_R90,V12120,BE,2015,152115.6
KIABI_X_K_R90,V12120,BE,2016,171277.8
KIABI_X_K_R90,V12120,BE,2018,189146.4
KIABI_X_K_R90,V12120,BE,2019,188298.8
KIABI_X_K_R90,V12120,BG,2012,12393.9
KIABI_X_K_R90,V12120,BG,2013,12075.5
KIABI_X_K_R90,V12120,BG,2014,11906.5
KIABI_X_K_R90,V12120,BG,2015,12309.3
KIABI_X_K_R90,V12120,BG,2016,12389.1
KIABI_X_K_R90,V12120,BG,2017,13800.7
KIABI_X_K_R90,V12120,BG,2018,15237.3
KIABI_X_K_R90,V12120,BG,2019,17263.2
KIABI_X_K_R90,V12120,BG,2020,14569.8
KIABI_X_K_R90,V12120,CH,2012,233957.7
KIABI_X_K_R90,V12120,CH,2013,245223.7
KIABI_X_K_R90,V12120,CH,2014,258868.2
KIABI_X_K_R90,V12120,CH,2015,294707.4
KIABI_X_K_R90,V12120,CH,2016,295569.3
KIABI_X_K_R90,V12120,CH,2017,322501.1
KIABI_X_K_R90,V12120,CH,2018,357862.2
KIABI_X_K_R90,V12120,CH,2019,365041.5
KIABI_X_K_R90,V12120,CH,2020,364080.1
KIABI_X_K_R90,V12120,CZ,2013,48676.4
KIABI_X_K_R90,V12120,CZ,2014,48484.5
KIABI_X_K_R90,V12120,DE,2012,652914.9
KIABI_X_K_R90,V12120,DE,2013,678082.1
KIABI_X_K_R90,V12120,DE,2014,706917.4
KIABI_X_K_R90,V12120,DE,2015,707551.7
KIABI_X_K_R90,V12120,DE,2019,794610.4
KIABI_X_K_R90,V12120,DE,2020,756348.7
KIABI_X_K_R90,V12120,EE,2012,5027.2
KIABI_X_K_R90,V12120,EE,2013,5247.1
KIABI_X_K_R90,V12120,EE,2014,5592.7
KIABI_X_K_R90,V12120,EE,2015,5534.5
KIABI_X_K_R90,V12120,EE,2016,5797.5
KIABI_X_K_R90,V12120,EE,2017,5974.3
KIABI_X_K_R90,V12120,EE,2018,6615.4
KIABI_X_K_R90,V12120,EL,2011,35596.6
KIABI_X_K_R90,V12120,EL,2014,36655.3
KIABI_X_K_R90,V12120,EL,2015,33180.4
KIABI_X_K_R90,V12120,EL,2016,30919.1
KIABI_X_K_R90,V12120,EL,2017,36542.1
KIABI_X_K_R90,V12120,EL,2019,40949.7
KIABI_X_K_R90,V12120,EL,2020,33387.7
KIABI_X_K_R90,V12120,ES,2011,192613.1
KIABI_X_K_R90,V12120,ES,2013,187033.8
KIABI_X_K_R90,V12120,ES,2014,192540.1
KIABI_X_K_R90,V12120,ES,2015,195768.2
KIABI_X_K_R90,V12120,ES,2016,198317.8
KIABI_X_K_R90,V12120,FI,2012,60300.7
KIABI_X_K_R90,V12120,FI,2013,57098.5
KIABI_X_K_R90,V12120,FI,2015,53551.6
KIABI_X_K_R90,V12120,FI,2019,70306.8
KIABI_X_K_R90,V12120,FI,2020,65470.4
KIABI_X_K_R90,V12120,FR,2011,587757.1
KIABI_X_K_R90,V12120,FR,2013,566592.1
KIABI_X_K_R90,V12120,FR,2014,542312.6
KIABI_X_K_R90,V12120,FR,2015,559688.2
KIABI_X_K_R90,V12120,FR,2016,565832.0
KIABI_X_K_R90,V12120,FR,2019,592099.1
KIABI_X_K_R90,V12120,FR,2020,536666.1
KIABI_X_K_R90,V12120,HR,2012,8415.0
KIABI_X_K_R90,V12120,HR,2013,8739.7
KIABI_X_K_R90,V12120,HR,2014,8354.9
KIABI_X_K_R90,V12120,HR,2015,8766.0
KIABI_X_K_R90,V12120,HR,2018,12942.5
KIABI_X_K_R90,V12120,HR,2019,12844.9
KIABI_X_K_R90,V12120,HU,2012,38045.6
KIABI_X_K_R90,V12120,HU,2013,35637.5
KIABI_X_K_R90,V12120,HU,2014,35538.1
KIABI_X_K_R90,V12120,HU,2015,35846.7
KIABI_X_K_R90,V12120,HU,2016,36499.6
KIABI_X_K_R90,V12120,HU,2017,41233.1
KIABI_X_K_R90,V12120,HU,2018,45165.3
KIABI_X_K_R90,V12120,HU,2019,47699.4
KIABI_X_K_R90,V12120,HU,2020,43184.1
KIABI_X_K_R90,V12120,IE,2011,129239.2
KIABI_X_K_R90,V12120,IE,2012,138698.8
KIABI_X_K_R90,V12120,IE,2013,143129.9
KIABI_X_K_R90,V12120,IE,2014,164125.5
KIABI_X_K_R90,V12120,IT,2012,348330.1
KIABI_X_K_R90,V12120,IT,2013,334578.8
KIABI_X_K_R90,V12120,IT,2014,323997.7
KIABI_X_K_R90,V12120,IT,2015,333172.1
KIABI_X_K_R90,V12120,IT,2016,326785.3
KIABI_X_K_R90,V12120,IT,2017,340609.4
KIABI_X_K_R90,V12120,IT,2018,355208.2
KIABI_X_K_R90,V12120,IT,2019,371620.3
KIABI_X_K_R90,V12120,LT,2016,8515.3
KIABI_X_K_R90,V12120,LT,2017,9861.4
KIABI_X_K_R90,V12120,LT,2018,11290.7
KIABI_X_K_R90,V12120,LT,2019,11963.6
KIABI_X_K_R90,V12120,LT,2020,10128.8
KIABI_X_K_R90,V12120,LU,2011,12861.5
KIABI_X_K_R90,V12120,LU,2012,14146.6
KIABI_X_K_R90,V12120,LU,2013,15968.3
KIABI_X_K_R90,V12120,LU,2014,17572.1
KIABI_X_K_R90,V12120,LU,2015,28242.0
KIABI_X_K_R90,V12120,LU,2016,29052.5
KIABI_X_K_R90,V12120,LU,2017,34901.6
KIABI_X_K_R90,V12120,LU,2018,41116.6
KIABI_X_K_R90,V12120,LU,2019,47979.6
KIABI_X_K_R90,V12120,LU,2020,50402.5
KIABI_X_K_R90,V12120,LV,2011,3251.1
KIABI_X_K_R90,V12120,LV,2012,3672.2
KIABI_X_K_R90,V12120,LV,2013,3754.1
KIABI_X_K_R90,V12120,LV,2014,3639.8
KIABI_X_K_R90,V12120,LV,2015,3976.9
KIABI_X_K_R90,V12120,LV,2016,4181.5
KIABI_X_K_R90,V12120,LV,2017,4545.5
KIABI_X_K_R90,V12120,LV,2018,5135.7
KIABI_X_K_R90,V12120,LV,2019,5593.9
KIABI_X_K_R90,V12120,LV,2020,4979.2
KIABI_X_K_R90,V12120,MK,2012,1279.7
KIABI_X_K_R90,V12120,MK,2013,1110.5
KIABI_X_K_R90,V12120,MK,2014,1132.6
KIABI_X_K_R90,V12120,MK,2015,1116.1
KIABI_X_K_R90,V12120,MK,2016,1156.8
KIABI_X_K_R90,V12120,MK,2019,1485.0
KIABI_X_K_R90,V12120,MT,2013,3442.7
KIABI_X_K_R90,V12120,MT,2015,4415.2
KIABI_X_K_R90,V12120,MT,2018,6833.7
KIABI_X_K_R90,V12120,NL,2012,225275.2
KIABI_X_K_R90,V12120,NL,2013,221225.2
KIABI_X_K_R90,V12120,NL,2020,264429.1
KIABI_X_K_R90,V12120,NO,2013,90945.3
KIABI_X_K_R90,V12120,NO,2014,88039.3
KIABI_X_K_R90,V12120,NO,2015,84815.4
KIABI_X_K_R90,V12120,NO,2016,77162.2
KIABI_X_K_R90,V12120,NO,2017,78804.0
KIABI_X_K_R90,V12120,NO,2018,83351.8
KIABI_X_K_R90,V12120,NO,2019,89128.4
KIABI_X_K_R90,V12120,NO,2020,76364.9
KIABI_X_K_R90,V12120,PL,2012,91871.2
KIABI_X_K_R90,V12120,PL,2013,91369.0
KIABI_X_K_R90,V12120,PL,2014,92480.3
KIABI_X_K_R90,V12120,PL,2015,92347.7
KIABI_X_K_R90,V12120,PL,2016,95021.4
KIABI_X_K_R90,V12120,PL,2017,107640.9
KIABI_X_K_R90,V12120,PL,2018,114132.2
KIABI_X_K_R90,V12120,PL,2019,121168.9
KIABI_X_K_R90,V12120,PL,2020,113232.7
