nace_r2,indic_sb,geo,TIME_PERIOD,OBS_VALUE
KIABI_X_K_R90,V12120,PT,2018,46721.1
KIABI_X_K_R90,V12120,PT,2020,41079.3
KIABI_X_K_R90,V12120,RO,2014,26555.4
KIABI_X_K_R90,V12120,RO,2015,26869.5
KIABI_X_K_R90,V12120,RO,2016,27332.1
KIABI_X_K_R90,V12120,RO,2017,29794.8
KIABI_X_K_R90,V12120,RO,2018,37172.8
KIABI_X_K_R90,V12120,RO,2019,40918.5
KIABI_X_K_R90,V12120,SE,2012,134351.8
KIABI_X_K_R90,V12120,SE,2013,133976.0
KIABI_X_K_R90,V12120,SE,2014,134398.2
KIABI_X_K_R90,V12120,SE,2016,139450.3
KIABI_X_K_R90,V12120,SI,2012,8790.5
KIABI_X_K_R90,V12120,SI,2013,8927.4
KIABI_X_K_R90,V12120,SI,2014,9430.6
KIABI_X_K_R90,V12120,SI,2015,9712.7
KIABI_X_K_R90,V12120,SI,2016,9955.3
KIABI_X_K_R90,V12120,SI,2017,10912.5
KIABI_X_K_R90,V12120,SI,2018,11660.0
KIABI_X_K_R90,V12120,SI,2019,12384.0
KIABI_X_K_R90,V12120,SI,2020,11762.7
KIABI_X_K_R90,V12120,SK,2012,21001.0
KIABI_X_K_R90,V12120,SK,2013,20675.2
KIABI_X_K_R90,V12120,SK,2014,22639.4
KIABI_X_K_R90,V12120,SK,2015,23612.5
KIABI_X_K_R90,V12120,SK,2016,24027.4
KIABI_X_K_R90,V12120,SK,2017,25014.4
KIABI_X_K_R90,V12120,SK,2018,25935.4
KIABI_X_K_R90,V12120,UK,2012,718504.9
KIABI_X_K_R90,V12120,UK,2013,731956.2
KIABI_X_K_R90,V12120,UK,2014,789593.0
KIABI_X_K_R90,V12120,UK,2015,900869.9
KIABI_X_K_R90,V12120,UK,2016,856931.8
KIABI_X_K_R90,V12120,UK,2017,873205.5
KIABI_X_K_R90,V12120,UK,2018,917342.1
KIABI_X_K_R90,V12150,AT,2012,29165.1
KIABI_X_K_R90,V12150,AT,2013,30780.8
KIABI_X_K_R90,V12150,AT,2014,31377.3
KIABI_X_K_R90,V12150,AT,2015,33237.4
KIABI_X_K_R90,V12150,AT,2016,34973.6
KIABI_X_K_R90,V12150,AT,2017,36378.4
KIABI_X_K_R90,V12150,AT,2018,36007.2
KIABI_X_K_R90,V12150,AT,2019,38761.6
KIABI_X_K_R90,V12150,AT,2020,36418.7
KIABI_X_K_R90,V12150,BE,2012,48022.4
KIABI_X_K_R90,V12150,BE,2013,50831.4
KIABI_X_K_R90,V12150,BE,2014,52358.2
KIABI_X_K_R90,V12150,BE,2015,54720.3
KIABI_X_K_R90,V12150,BE,2016,59935.2
KIABI_X_K_R90,V12150,BE,2018,64380.5
KIABI_X_K_R90,V12150,BE,2019,71759.8
KIABI_X_K_R90,V12150,BG,2012,3209.5
KIABI_X_K_R90,V12150,BG,2013,3219.6
KIABI_X_K_R90,V12150,BG,2014,3396.9
KIABI_X_K_R90,V12150,BG,2015,4124.6
KIABI_X_K_R90,V12150,BG,2016,4692.1
KIABI_X_K_R90,V12150,BG,2017,5198.4
KIABI_X_K_R90,V12150,BG,2018,5693.7
KIABI_X_K_R90,V12150,BG,2019,6885.8
KIABI_X_K_R90,V12150,BG,2020,6874.9
KIABI_X_K_R90,V12150,CH,2012,90819.0
KIABI_X_K_R90,V12150,CH,2013,96508.8
KIABI_X_K_R90,V12150,CH,2014,101538.6
KIABI_X_K_R90,V12150,CH,2015,115026.2
KIABI_X_K_R90,V12150,CH,2016,111976.9
KIABI_X_K_R90,V12150,CH,2017,117717.9
KIABI_X_K_R90,V12150,CH,2018,131227.7
KIABI_X_K_R90,V12150,CH,2019,137059.5
KIABI_X_K_R90,V12150,CH,2020,148126.8
KIABI_X_K_R90,V12150,CZ,2013,14183.3
KIABI_X_K_R90,V12150,CZ,2014,14002.7
KIABI_X_K_R90,V12150,DE,2012,297939.5
KIABI_X_K_R90,V12150,DE,2013,323163.7
KIABI_X_K_R90,V12150,DE,2014,346746.7
KIABI_X_K_R90,V12150,DE,2015,353648.0
KIABI_X_K_R90,V12150,DE,2019,415457.4
KIABI_X_K_R90,V12150,DE,2020,407224.0
KIABI_X_K_R90,V12150,EE,2012,1600.0
KIABI_X_K_R90,V12150,EE,2013,1656.4
KIABI_X_K_R90,V12150,EE,2014,1820.4
KIABI_X_K_R90,V12150,EE,2015,1818.4
KIABI_X_K_R90,V12150,EE,2016,1946.8
KIABI_X_K_R90,V12150,EE,2017,2166.1
KIABI_X_K_R90,V12150,EE,2018,2491.7
KIABI_X_K_R90,V12150,EL,2011,11690.3
KIABI_X_K_R90,V12150,EL,2014,9109.4
KIABI_X_K_R90,V12150,EL,2015,10614.4
KIABI_X_K_R90,V12150,EL,2016,9808.9
KIABI_X_K_R90,V12150,EL,2017,10366.1
KIABI_X_K_R90,V12150,EL,2019,11183.0
KIABI_X_K_R90,V12150,EL,2020,10546.9
KIABI_X_K_R90,V12150,ES,2011,87243.9
KIABI_X_K_R90,V12150,ES,2013,79781.6
KIABI_X_K_R90,V12150,ES,2014,83923.5
KIABI_X_K_R90,V12150,ES,2015,89896.3
KIABI_X_K_R90,V12150,ES,2016,93518.6
KIABI_X_K_R90,V12150,FI,2012,18242.3
KIABI_X_K_R90,V12150,FI,2013,19196.7
KIABI_X_K_R90,V12150,FI,2015,20608.4
KIABI_X_K_R90,V12150,FI,2019,26546.9
KIABI_X_K_R90,V12150,FI,2020,26765.3
KIABI_X_K_R90,V12150,FR,2011,228495.7
KIABI_X_K_R90,V12150,FR,2013,224068.3
KIABI_X_K_R90,V12150,FR,2014,216380.6
KIABI_X_K_R90,V12150,FR,2015,230789.6
KIABI_X_K_R90,V12150,FR,2016,239729.0
KIABI_X_K_R90,V12150,FR,2019,262312.4
KIABI_X_K_R90,V12150,FR,2020,241730.3
KIABI_X_K_R90,V12150,HR,2012,3837.5
KIABI_X_K_R90,V12150,HR,2013,4015.0
KIABI_X_K_R90,V12150,HR,2014,3718.3
KIABI_X_K_R90,V12150,HR,2015,3856.0
KIABI_X_K_R90,V12150,HR,2018,5123.5
KIABI_X_K_R90,V12150,HR,2019,5660.5
KIABI_X_K_R90,V12150,HU,2012,11910.0
KIABI_X_K_R90,V12150,HU,2013,11898.5
KIABI_X_K_R90,V12150,HU,2014,12216.8
KIABI_X_K_R90,V12150,HU,2015,13038.3
KIABI_X_K_R90,V12150,HU,2016,13561.4
KIABI_X_K_R90,V12150,HU,2017,15955.6
KIABI_X_K_R90,V12150,HU,2018,18054.9
KIABI_X_K_R90,V12150,HU,2019,19026.6
KIABI_X_K_R90,V12150,HU,2020,17514.6
KIABI_X_K_R90,V12150,IE,2011,41256.7
KIABI_X_K_R90,V12150,IE,2012,42349.2
KIABI_X_K_R90,V12150,IE,2013,43459.3
KIABI_X_K_R90,V12150,IE,2014,49557.9
KIABI_X_K_R90,V12150,IT,2012,125071.3
KIABI_X_K_R90,V12150,IT,2013,120899.1
KIABI_X_K_R90,V12150,IT,2014,120132.7
KIABI_X_K_R90,V12150,IT,2015,126874.4
KIABI_X_K_R90,V12150,IT,2016,132666.4
KIABI_X_K_R90,V12150,IT,2017,137363.5
KIABI_X_K_R90,V12150,IT,2018,143115.6
KIABI_X_K_R90,V12150,IT,2019,145257.8
KIABI_X_K_R90,V12150,LT,2016,2785.3
KIABI_X_K_R90,V12150,LT,2017,3162.0
KIABI_X_K_R90,V12150,LT,2018,3232.8
KIABI_X_K_R90,V12150,LT,2019,3744.4
KIABI_X_K_R90,V12150,LT,2020,3665.3
KIABI_X_K_R90,V12150,LU,2011,5791.4
KIABI_X_K_R90,V12150,LU,2012,5950.5
KIABI_X_K_R90,V12150,LU,2013,6291.4
KIABI_X_K_R90,V12150,LU,2014,6956.1
KIABI_X_K_R90,V12150,LU,2015,8342.1
KIABI_X_K_R90,V12150,LU,2016,7382.2
KIABI_X_K_R90,V12150,LU,2017,8884.9
KIABI_X_K_R90,V12150,LU,2018,9379.0
KIABI_X_K_R90,V12150,LU,2019,9604.4
KIABI_X_K_R90,V12150,LU,2020,11084.0
KIABI_X_K_R90,V12150,LV,2011,1120.2
KIABI_X_K_R90,V12150,LV,2012,1367.8
KIABI_X_K_R90,V12150,LV,2013,1479.4
KIABI_X_K_R90,V12150,LV,2014,1611.9
KIABI_X_K_R90,V12150,LV,2015,1724.2
KIABI_X_K_R90,V12150,LV,2016,1924.4
KIABI_X_K_R90,V12150,LV,2017,2045.7
KIABI_X_K_R90,V12150,LV,2018,2395.5
KIABI_X_K_R90,V12150,LV,2019,2648.4
KIABI_X_K_R90,V12150,LV,2020,2510.3
KIABI_X_K_R90,V12150,MK,2012,515.4
KIABI_X_K_R90,V12150,MK,2013,536.2
KIABI_X_K_R90,V12150,MK,2014,529.5
KIABI_X_K_R90,V12150,MK,2015,548.3
KIABI_X_K_R90,V12150,MK,2016,570.0
KIABI_X_K_R90,V12150,MK,2019,785.4
KIABI_X_K_R90,V12150,MT,2013,1161.1
KIABI_X_K_R90,V12150,MT,2015,1573.8
KIABI_X_K_R90,V12150,MT,2018,2297.2
KIABI_X_K_R90,V12150,NL,2012,81933.5
KIABI_X_K_R90,V12150,NL,2013,81311.8
KIABI_X_K_R90,V12150,NL,2020,109205.7
KIABI_X_K_R90,V12150,NO,2013,39998.9
KIABI_X_K_R90,V12150,NO,2014,38422.9
KIABI_X_K_R90,V12150,NO,2015,35644.1
KIABI_X_K_R90,V12150,NO,2016,33071.9
KIABI_X_K_R90,V12150,NO,2017,33265.1
KIABI_X_K_R90,V12150,NO,2018,33577.5
KIABI_X_K_R90,V12150,NO,2019,37250.2
KIABI_X_K_R90,V12150,NO,2020,33684.4
KIABI_X_K_R90,V12150,PL,2012,28133.7
KIABI_X_K_R90,V12150,PL,2013,27354.2
KIABI_X_K_R90,V12150,PL,2014,29071.1
KIABI_X_K_R90,V12150,PL,2015,31498.9
KIABI_X_K_R90,V12150,PL,2016,33287.1
KIABI_X_K_R90,V12150,PL,2017,38297.8
KIABI_X_K_R90,V12150,PL,2018,40931.0
KIABI_X_K_R90,V12150,PL,2019,44035.6
KIABI_X_K_R90,V12150,PL,2020,42301.7
KIABI_X_K_R90,V12150,PT,2018,17028.2
KIABI_X_K_R90,V12150,PT,2020,16706.1
KIABI_X_K_R90,V12150,RO,2014,8942.7
KIABI_X_K_R90,V12150,RO,2015,9432.9
KIABI_X_K_R90,V12150,RO,2016,10484.8
KIABI_X_K_R90,V12150,RO,2017,11752.5
KIABI_X_K_R90,V12150,RO,2018,15234.9
KIABI_X_K_R90,V12150,RO,2019,16046.9
KIABI_X_K_R90,V12150,SE,2012,51479.4
KIABI_X_K_R90,V12150,SE,2013,53697.9
KIABI_X_K_R90,V12150,SE,2014,53459.4
KIABI_X_K_R90,V12150,SE,2016,57022.4
KIABI_X_K_R90,V12150,SI,2012,3517.9
KIABI_X_K_R90,V12150,SI,2013,3641.1
KIABI_X_K_R90,V12150,SI,2014,3945.5
KIABI_X_K_R90,V12150,SI,2015,4057.7
KIABI_X_K_R90,V12150,SI,2016,4207.3
KIABI_X_K_R90,V12150,SI,2017,4753.5
KIABI_X_K_R90,V12150,SI,2018,5171.3
KIABI_X_K_R90,V12150,SI,2019,5555.8
KIABI_X_K_R90,V12150,SI,2020,5789.3
KIABI_X_K_R90,V12150,SK,2012,5991.5
KIABI_X_K_R90,V12150,SK,2013,5339.3
KIABI_X_K_R90,V12150,SK,2014,6055.6
KIABI_X_K_R90,V12150,SK,2015,6875.9
KIABI_X_K_R90,V12150,SK,2016,7019.8
KIABI_X_K_R90,V12150,SK,2017,7587.1
KIABI_X_K_R90,V12150,SK,2018,7760.8
KIABI_X_K_R90,V12150,UK,2012,329719.3
KIABI_X_K_R90,V12150,UK,2013,334232.7
KIABI_X_K_R90,V12150,UK,2014,385563.3
KIABI_X_K_R90,V12150,UK,2015,463538.0
KIABI_X_K_R90,V12150,UK,2016,433296.6
KIABI_X_K_R90,V12150,UK,2017,424535.2
KIABI_X_K_R90,V12150,UK,2018,437849.3
